roll_no,gender,race_ethnicity,parental_level_of_education,test_preparation_course,score_id,grade_id
std-6963,female,"group C","some high school",False,6963,6963
std-6964,female,"group B","associate's degree",True,6964,6964
std-6965,female,"group D","high school",False,6965,6965
std-6966,female,"group D","associate's degree",True,6966,6966
std-6967,female,"group D","bachelor's degree",False,6967,6967
std-6968,female,"group C","bachelor's degree",True,6968,6968
std-6969,female,"group C","some college",True,6969,6969
std-697,male,"group C","some college",False,697,697
std-6970,female,"group D","some high school",False,6970,6970
std-6971,female,"group D","bachelor's degree",False,6971,6971
std-6972,female,"group D","some college",False,6972,6972
std-6973,female,"group A","some college",True,6973,6973
std-6974,female,"group B","high school",False,6974,6974
std-6975,female,"group E","some college",True,6975,6975
std-6976,female,"group E","bachelor's degree",True,6976,6976
std-6977,female,"group C","associate's degree",False,6977,6977
std-6978,female,"group E","some high school",False,6978,6978
std-6979,female,"group D","some college",False,6979,6979
std-698,male,"group A","associate's degree",True,698,698
std-6980,female,"group B","some high school",True,6980,6980
std-6981,female,"group B","associate's degree",True,6981,6981
std-6982,female,"group B","some college",False,6982,6982
std-6983,female,"group C","bachelor's degree",False,6983,6983
std-6984,female,"group C","some high school",False,6984,6984
std-6985,female,"group A","some college",True,6985,6985
std-6986,female,"group C","associate's degree",True,6986,6986
std-6987,female,"group D","master's degree",False,6987,6987
std-6988,female,"group A","high school",False,6988,6988
std-6989,female,"group C","some college",False,6989,6989
std-699,male,"group C","associate's degree",True,699,699
std-6990,female,"group C","high school",True,6990,6990
std-6991,female,"group C","some college",False,6991,6991
std-6992,female,"group C","high school",True,6992,6992
std-6993,female,"group A","master's degree",True,6993,6993
std-6994,female,"group E","some college",False,6994,6994
std-6995,female,"group E","high school",False,6995,6995
std-6996,female,"group A","master's degree",False,6996,6996
std-6997,female,"group D","bachelor's degree",True,6997,6997
std-6998,female,"group D","master's degree",False,6998,6998
std-6999,female,"group C","bachelor's degree",True,6999,6999
std-70,male,"group C","some college",False,70,70
std-700,male,"group A","associate's degree",False,700,700
std-7000,female,"group A","master's degree",False,7000,7000
std-7001,female,"group E","high school",False,7001,7001
std-7002,female,"group B","some high school",True,7002,7002
std-7003,female,"group D","some college",True,7003,7003
std-7004,female,"group E","some college",False,7004,7004
std-7005,female,"group C","associate's degree",True,7005,7005
std-7006,female,"group B","some college",True,7006,7006
std-7007,female,"group A","associate's degree",True,7007,7007
std-7008,female,"group B","some college",True,7008,7008
std-7009,female,"group C","some high school",False,7009,7009
std-701,male,"group E","some college",False,701,701
std-7010,female,"group C","some high school",True,7010,7010
std-7011,female,"group D","associate's degree",False,7011,7011
std-7012,female,"group B","some college",False,7012,7012
std-7013,female,"group D","associate's degree",True,7013,7013
std-7014,female,"group E","associate's degree",False,7014,7014
std-7015,female,"group E","high school",False,7015,7015
std-7016,female,"group E","bachelor's degree",True,7016,7016
std-7017,female,"group E","master's degree",True,7017,7017
std-7018,female,"group B","associate's degree",True,7018,7018
std-7019,female,"group A","some high school",False,7019,7019
std-702,male,"group D","master's degree",False,702,702
std-7020,female,"group A","associate's degree",False,7020,7020
std-7021,female,"group C","some college",True,7021,7021
std-7022,female,"group D","some college",True,7022,7022
std-7023,female,"group B","some high school",True,7023,7023
std-7024,female,"group A","associate's degree",False,7024,7024
std-7025,female,"group C","some high school",False,7025,7025
std-7026,female,"group D","some college",True,7026,7026
std-7027,female,"group C","high school",True,7027,7027
std-7028,female,"group D","bachelor's degree",True,7028,7028
std-7029,female,"group C","some high school",False,7029,7029
std-703,male,"group D","bachelor's degree",False,703,703
std-7030,female,"group D","some college",False,7030,7030
std-7031,female,"group A","some college",False,7031,7031
std-7032,female,"group E","bachelor's degree",True,7032,7032
std-7033,female,"group B","some college",False,7033,7033
std-7034,female,"group A","some college",True,7034,7034
std-7035,female,"group C","bachelor's degree",False,7035,7035
std-7036,female,"group D","high school",True,7036,7036
std-7037,female,"group C","high school",False,7037,7037
std-7038,female,"group D","bachelor's degree",True,7038,7038
std-7039,female,"group D","some college",False,7039,7039
std-704,male,"group D","master's degree",False,704,704
std-7040,female,"group D","some high school",False,7040,7040
std-7041,female,"group D","high school",False,7041,7041
std-7042,female,"group E","high school",True,7042,7042
std-7043,female,"group E","associate's degree",False,7043,7043
std-7044,female,"group B","associate's degree",False,7044,7044
std-7045,female,"group D","some college",False,7045,7045
std-7046,female,"group B","high school",True,7046,7046
std-7047,female,"group E","associate's degree",False,7047,7047
std-7048,female,"group A","some college",False,7048,7048
std-7049,female,"group C","master's degree",True,7049,7049
std-705,male,"group D","some high school",False,705,705
std-7050,female,"group D","associate's degree",True,7050,7050
std-7051,female,"group C","associate's degree",True,7051,7051
std-7052,female,"group C","associate's degree",False,7052,7052
std-7053,female,"group B","high school",True,7053,7053
std-7054,female,"group C","some college",True,7054,7054
std-7055,female,"group D","associate's degree",False,7055,7055
std-7056,female,"group D","master's degree",True,7056,7056
std-7057,female,"group C","bachelor's degree",False,7057,7057
std-7058,female,"group D","high school",True,7058,7058
std-7059,female,"group A","associate's degree",True,7059,7059
std-706,male,"group D","some college",False,706,706
std-7060,female,"group D","bachelor's degree",False,7060,7060
std-7061,female,"group C","high school",False,7061,7061
std-7062,female,"group B","bachelor's degree",True,7062,7062
std-7063,female,"group A","high school",True,7063,7063
std-7064,female,"group D","some high school",False,7064,7064
std-7065,female,"group C","some college",False,7065,7065
std-7066,female,"group C","high school",False,7066,7066
std-7067,female,"group E","master's degree",True,7067,7067
std-7068,female,"group B","high school",True,7068,7068
std-7069,female,"group B","high school",True,7069,7069
std-707,male,"group D","some college",False,707,707
std-7070,female,"group C","bachelor's degree",False,7070,7070
std-7071,female,"group B","high school",False,7071,7071
std-7072,female,"group C","some high school",False,7072,7072
std-7073,female,"group C","associate's degree",False,7073,7073
std-7074,female,"group B","some college",False,7074,7074
std-7075,female,"group D","associate's degree",False,7075,7075
std-7076,female,"group E","some high school",True,7076,7076
std-7077,female,"group D","some college",True,7077,7077
std-7078,female,"group C","bachelor's degree",True,7078,7078
std-7079,female,"group D","bachelor's degree",False,7079,7079
std-708,male,"group A","bachelor's degree",False,708,708
std-7080,female,"group C","associate's degree",False,7080,7080
std-7081,female,"group D","master's degree",False,7081,7081
std-7082,female,"group B","some college",False,7082,7082
std-7083,female,"group B","some high school",False,7083,7083
std-7084,female,"group A","associate's degree",True,7084,7084
std-7085,female,"group D","bachelor's degree",False,7085,7085
std-7086,female,"group A","high school",True,7086,7086
std-7087,female,"group E","associate's degree",False,7087,7087
std-7088,female,"group B","high school",False,7088,7088
std-7089,female,"group C","high school",True,7089,7089
std-709,male,"group D","some high school",False,709,709
std-7090,female,"group A","high school",False,7090,7090
std-7091,female,"group D","bachelor's degree",False,7091,7091
std-7092,female,"group C","some college",False,7092,7092
std-7093,female,"group D","some college",False,7093,7093
std-7094,female,"group D","some college",False,7094,7094
std-7095,female,"group D","some college",True,7095,7095
std-7096,female,"group D","master's degree",True,7096,7096
std-7097,female,"group D","high school",False,7097,7097
std-7098,female,"group B","some college",False,7098,7098
std-7099,female,"group B","some high school",False,7099,7099
std-71,male,"group A","some high school",False,71,71
std-710,male,"group C","bachelor's degree",False,710,710
std-7100,female,"group B","some college",True,7100,7100
std-7101,female,"group E","associate's degree",False,7101,7101
std-7102,female,"group D","high school",True,7102,7102
std-7103,female,"group B","associate's degree",True,7103,7103
std-7104,female,"group B","bachelor's degree",False,7104,7104
std-7105,female,"group C","high school",True,7105,7105
std-7106,female,"group A","master's degree",False,7106,7106
std-7107,female,"group D","bachelor's degree",True,7107,7107
std-7108,female,"group D","some college",False,7108,7108
std-7109,female,"group A","some high school",False,7109,7109
std-711,male,"group D","associate's degree",False,711,711
std-7110,female,"group A","some high school",True,7110,7110
std-7111,female,"group D","some high school",True,7111,7111
std-7112,female,"group B","bachelor's degree",False,7112,7112
std-7113,female,"group B","master's degree",False,7113,7113
